uper,href,describe,upload_time,duration,viewcount,upscount,downscount,rel_uper,rel_title,rel_href,rel_count
['GeeksforGeeks'],https://www.youtube.com/watch?v=OexQs_cYgAQ&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=9&t=0s,"['Find complete code at GeeksforGeeks article: ', '\n\nPractice Problem Online Judge: ', '\nThis video is contributed by Harshit Jain.']",['2016年11月1日发布'],['14:06'],"['109,680 次观看']","['""425""']","['""80""']","[[('来自', 'CS')], [('来自', 'Life')], [('来自', 'Tushar')], [('来自', 'GeeksforGeeks')], [('来自', 'edureka!')], [('来自', 'Gaurav')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'Tushar')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'Rachit')], [('来自', 'Back')], [('来自', 'GeeksforGeeks')], [('来自', 'CS')], [('来自', 'Ghassan')], [('来自', 'Byte')], [('来自', 'GeeksforGeeks')], [('来自', 'Irfan')], [('来自', 'GeeksforGeeks')]]","[[""Kadane's Algorithm to Maximum Sum Subarray Problem""], ['How to: Work at Google — Example Coding/Engineering Interview'], ['Knuth–Morris–Pratt(KMP) Pattern Matching(Substring search)'], ['Next Greater Element | GeeksforGeeks'], ['Top 65 SQL Interview Questions and Answers | SQL Interview Preparation | SQL Training | Edureka'], ['Myths every Competitive Programmer should know'], ['Egg Dropping Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks'], ['Find duplicates in O(n) time and O(1) extra space | GeeksforGeeks'], ['Binary Search : Median of two sorted arrays of different sizes.'], ['Dynamic Programming | Set 1 (Overlapping Subproblems Property) | GeeksforGeeks'], ['Smallest subarray with sum greater than a given value | GeeksforGeeks'], ['The Best Demo on C++ STL and its Power: sets, vectors, pairs, maps, upper_bounds, and MORE'], [], ['Amazon Interview Questions - 1 | GeeksforGeeks'], ['What Is Dynamic Programming and How To Use It'], ['Algorithms Lecture 13: Maximum Sub-array Problem using Divide-and-Conquer'], ['Interview Question: Zero Sum Subarray'], ['Stock Buy Sell to Maximize Profit | GeeksforGeeks'], ['Longest Consecutive Sequence In An Array - Coding Interview on Whiteboard Thursday'], ['Search in a row wise and column wise sorted matrix | GeeksforGeeks']]","['/watch?v=86CQq3pKSUw', '/watch?v=XKu_SEDAykw', '/watch?v=GTJr8OvyEVQ', '/watch?v=sgelJuvX1bU', '/watch?v=-WEpWH1NHGU', '/watch?v=5WOQSVJEt_g', '/watch?v=KVfxgpI3Tv0', '/watch?v=HuZJqRDOPo0', '/watch?v=LPFhl65R7ww', '/watch?v=mmjDZGSr7EA', '/watch?v=NKoHjWl2m8Y', '/watch?v=g-1Cn3ccwXY', '/watch?v=DJ4a7cmjZY0', '/watch?v=il_t1WVLNxk', '/watch?v=vYquumk4nWw', '/watch?v=yBCzO0FpsVc', '/watch?v=hLcYp67wCcM', '/watch?v=JaosdXkUWTs', '/watch?v=VeJOswJTDos', '/watch?v=_reu46LJtyk']","['226,857', '4,486,966', '586,184', '30,621', '187,181', '84,257', '30,922', '73,620', '126,166', '203,789', '16,445', '77,070', '18,076', '318,173', '567,547', '3,418', '23,243', '47,016', '35,182', '23,989']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=HgUOWB0StNE&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=10&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Kanika Gautam.']",['2017年2月8日发布'],['8:14'],"['163,069 次观看']","['""619""']","['""122""']","[[('来自', 'Abdul')]]",[['4.9 Longest Common Subsequence (LCS)  - Recursion and Dynamic Programming']],['/watch?v=sSno9rV8Rhg'],"['165,393']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=amdKmQlATmQ&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=11&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Kanika Gautam.']",['2016年11月30日发布'],['12:11'],"['69,868 次观看']","['""191""']","['""101""']","[[('来自', 'Apple')], [('来自', 'BRIGHT')], [('来自', 'MIT')], [('来自', 'CareerRide')], [('来自', 'GeeksforGeeks')], [('来自', 'Careerly')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'LOGICALLY')], [('来自', 'GeeksforGeeks')], [('来自', 'MIT')], [('来自', 'HackerRank')], [('来自', 'Tushar')], [('来自', 'LOGICALLY')], [('来自', 'Gaurav')], [('来自', 'GeeksforGeeks')], [('来自', 'MindYourDecisions')], [('来自', 'Tushar')], [('来自', 'PyLenin')], [('来自', 'Gaurav')]]","[['Interview Question: 2 eggs 100 floors'], ['15 Puzzles That Will Keep You Up All Night'], ['动态规划 1: 在斐波那契数列，最短路径中的应用'], ['Permutation and Combination - Shortcuts &amp; Tricks for Placement Tests, Job Interviews &amp; Exams'], ['Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks'], ['Interview Question: Tell me about a time you handled a difficult situation'], ['Find the missing number | GeeksforGeeks'], ['Count number of binary strings without consecutive 1’s | GeeksforGeeks'], ['10 Interview RIDDLES || Episode #1 || Frequently asked Job Interview RIDDLES'], ['Stock Buy Sell to Maximize Profit | GeeksforGeeks'], ['算法思维，峰值查找'], ['Algorithms: Memoization and Dynamic Programming'], ['Weighted Job Scheduling Dynamic Programming'], ['5 Interview PUZZLES || Episode #2 || Frequently asked Job Interview PUZZLES'], ['The Egg Dropping Problem - Interview Question'], ['Write a program to print all permutations of a given string | GeeksforGeeks'], ['How To Solve The 6s Challenge'], ['Cutting Rod dynamic programming'], ['Goldman Sachs Coding Interview Question | Repeating Decimals | Python'], ['Understanding Dynamic Programming']]","['/watch?v=FQa8qbO5CNQ', '/watch?v=ugAUMbceVNU', '/watch?v=OQ5jsbhAv_M', '/watch?v=ETiRE7N7pEI', '/watch?v=Ns4LCeeOFS4', '/watch?v=T7qvWrbXKG8', '/watch?v=lBk6fVhuCyw', '/watch?v=GLi7yCWsXMo', '/watch?v=JzyrbnFOaZQ', '/watch?v=JaosdXkUWTs', '/watch?v=HtSuA80QTyo', '/watch?v=P8Xa2BitN3I', '/watch?v=cr6Ip0J9izc', '/watch?v=yxGf3Knon2I', '/watch?v=o_AJ3VWQMzA', '/watch?v=AfxHGNRtFac', '/watch?v=h2vkrxvh76c', '/watch?v=IRwVmTmN6go', '/watch?v=WFd478BG4o8', '/watch?v=PttgNGRyYQg']","['23,466', '15,207,945', '1,026,496', '312,173', '158,910', '2,098,393', '60,792', '12,514', '750,353', '47,016', '2,189,883', '480,498', '111,121', '284,924', '60,713', '248,831', '1,994,677', '127,084', '3,258', '46,914']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=lBk6fVhuCyw&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=12&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2016年4月1日发布'],['7:47'],"['60,846 次观看']","['""259""']","['""11""']","[[('来自', 'Vivekanand')]]",[['Find missing number in an array(using summation and XOR operation)']],['/watch?v=Dq0jQX3YNKg'],"['17,684']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=H13iz0rbeeo&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=13&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2016年4月4日发布'],['16:50'],"['38,532 次观看']","['""82""']","['""21""']","[[('来自', 'Tushar')]]",[['Check if Binary Tree is Binary Search Tree']],['/watch?v=MILxfAbIhrE'],"['70,252']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=joqmqvHC_Bo&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=14&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Illuminati.']",['2017年1月11日发布'],['7:13'],"['76,258 次观看']","['""209""']","['""25""']","[[('来自', 'GeeksforGeeks')], [('来自', 'Gaurav')], [('来自', 'MIT')], [('来自', 'edureka!')], [('来自', 'GeeksforGeeks')], [('来自', 'Linus')], [('来自', 'Tushar')], [('来自', 'Sarada')], [('来自', 'Abdul')], [('来自', 'V.')], [('来自', 'Gaurav')], [('来自', 'Michael')], [('来自', 'GeeksforGeeks')], [('来自', 'Vivekanand')], [('来自', ""Jenny's"")], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'Abdul')]]","[['Depth First Traversal for a Graph | GeeksforGeeks'], [""System Design: Designing Tinder's Server Side""], ['动态规划 1: 在斐波那契数列，最短路径中的应用'], ['Top 65 SQL Interview Questions and Answers | SQL Interview Preparation | SQL Training | Edureka'], ['Next Greater Element | GeeksforGeeks'], ['Best Laptops for Students.. and anyone on a budget'], ['Detect Cycle in Directed Graph Algorithm'], ['Graph Theory: 13. Degrees at Least Two Means a Cycle Exists'], ['9.1 Knuth-Morris-Pratt KMP String Matching Algorithm'], ['Recursion (Think Like a Programmer)'], ['Real coding interview with Google and Uber engineers - Part I'], ['五分钟带你了解贝尔曼-福特算法 — 具体例子分析'], ['Majority Element | GeeksforGeeks'], ['Define Walk , Trail , Circuit , Path and Cycle in a GRAPH | Graph Theory #9'], ['Detect Cycle in Directed Graph |Data Structures and Algorithms'], ['Dynamic Programming | Set 11 (Egg Dropping Puzzle) | GeeksforGeeks'], ['Topological Sorting | GeeksforGeeks'], ['Amazon Interview Questions - 1 | GeeksforGeeks'], ['Detect cycle in an undirected graph | GeeksforGeeks'], ['4.5 0/1 Knapsack - Two Methods - Dynamic Programming']]","['/watch?v=Y40bRyPQQr0', '/watch?v=tndzLznxq40', '/watch?v=OQ5jsbhAv_M', '/watch?v=-WEpWH1NHGU', '/watch?v=sgelJuvX1bU', '/watch?v=IE-LpLibsLA', '/watch?v=rKQaZuoUR4M', '/watch?v=voD1xLxZvAM', '/watch?v=V5-7GzOfADQ', '/watch?v=oKndim5-G94', '/watch?v=CkRZzb6vF_8', '/watch?v=obWXjtg0L64', '/watch?v=uwogtyFiDLg', '/watch?v=54ZIFRR9coA', '/watch?v=AK7BuT5MgU0', '/watch?v=amdKmQlATmQ', '/watch?v=Q9PIxaNGnig', '/watch?v=il_t1WVLNxk', '/watch?v=6ZRhq2oFCuo', '/watch?v=nLmhmB6NzcM']","['213,666', '98,377', '1,026,496', '187,181', '30,621', '3,076,064', '98,057', '26,754', '202,084', '74,604', '44,294', '680,677', '27,158', '10,105', '2,439', '69,812', '232,211', '318,173', '41,382', '452,360']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=uwogtyFiDLg&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=15&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2016年4月1日发布'],['12:30'],"['27,178 次观看']","['""100""']","['""21""']","[[('来自', 'DigiiMento')]]","[[""Placement Preparation 07 Boyer Moore's Voting Algorithm to Find the Majority Element in an Array""]]",['/watch?v=OZ4OWVAigaw'],"['1,672']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=Aup0kOWoMVg&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=16&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Pratik Agrawal.']",['2016年10月30日发布'],['10:09'],"['45,692 次观看']","['""204""']","['""18""']","[[('来自', 'Gaurav')]]",[['Interview Question: Start of Loop in a Linked List']],['/watch?v=-YiQZi3mLq0'],"['39,500']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=k9RQh21KrH8&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=17&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2017年3月8日发布'],['11:17'],"['67,973 次观看']","['""322""']","['""27""']","[[('来自', 'UC')], [('来自', 'Tushar')], [('来自', 'Tech')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'Computerphile')], [('来自', 'GeeksforGeeks')], [('来自', 'ONEEZE')], [('来自', 'Tushar')], [('来自', 'MIT')], [('来自', 'GeeksforGeeks')], [('来自', 'Gaurav')], [('来自', 'happygirlzt')], [('来自', 'FullStack')], [('来自', 'IDeserve')], [('来自', 'Free')], [('来自', 'Tushar')], [('来自', 'HackerRank')], [('来自', 'GeeksforGeeks')], [('来自', 'Tushar')]]","[['Counting the Number of Inversions By Divide and Conquer'], ['Fenwick Tree or Binary Indexed Tree'], ['UBER System design | OLA system design | uber architecture | amazon interview question'], ['Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks'], ['Print a given matrix in spiral form | GeeksforGeeks'], ['Getting Sorted &amp; Big O Notation - Computerphile'], ['Egg Dropping Problem - Approach to write the code (Dynamic Programming) | GeeksforGeeks'], ['Inversions and Even Odd Permutations'], ['Binary Search : Median of two sorted arrays of different sizes.'], ['2. Divide &amp; Conquer: Convex Hull, Median Finding'], ['Detect Cycle in a Directed Graph | GeeksforGeeks'], ['Whatsapp System Design: Chat Messaging Systems for Interviews'], ['LeetCode #493. Reverse Pairs Explanation and Solution'], ['Arrays Minimum Number of Swaps'], [""Longest Palindromic Substring O(N) Manacher's Algorithm""], ['O(n log n) Algorithm for Counting Inversions - 1 | Algorithm'], ['Egg Dropping Dynamic Programming'], ['Algorithms: Merge Sort'], ['Closest Pair of Points | Divide and Conquer | GeeksforGeeks'], ['Longest Palindromic Subsequence']]","['/watch?v=Vj5IOD7A6f8', '/watch?v=CWDQJGaN1gY', '/watch?v=umWABit-wbk', '/watch?v=Ns4LCeeOFS4', '/watch?v=qEZoUVOqOs8', '/watch?v=kgBjXUE_Nwc', '/watch?v=KVfxgpI3Tv0', '/watch?v=CjY1wIWL5kE', '/watch?v=LPFhl65R7ww', '/watch?v=EzeYI7p9MjU', '/watch?v=joqmqvHC_Bo', '/watch?v=vvhC64hQZMk', '/watch?v=Uf-27aFXhHY', '/watch?v=f7IIW0HVUcQ', '/watch?v=nbTSfrEfo6M', '/watch?v=4IvYaOY8Pxw', '/watch?v=3hcaVyX00_4', '/watch?v=KF2j-9iSf4Q', '/watch?v=0W_m46Q4qMc', '/watch?v=_nCsPn7_OgI']","['13,260', '105,666', '213,884', '158,910', '72,018', '190,912', '30,922', '17,082', '126,213', '73,085', '76,189', '258,133', '172', '10,269', '68,367', '10,224', '118,562', '297,404', '64,611', '165,648']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=hySR1exD5PE&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=18&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2016年4月1日发布'],['6:28'],"['20,971 次观看']","['""76""']","['""7""']","[[('来自', 'GeeksforGeeks')], [('来自', 'countdowngoofs')], [('来自', 'The')], [('来自', 'The')], [('来自', 'Tushar')], [('来自', 'Vivekanand')], [('来自', 'GeeksforGeeks')]]","[['Find the minimum distance between two numbers | GeeksforGeeks'], ['Countdown - The Most Extraordinary Numbers Game Ever?'], ['The Onsu Family - BETRAND THALIA HEBOH UNBOXING !!'], ['Coding Challenge #35.2: Lexicographic Order'], ['Minimum jump to reach end'], ['Find the number which occurs odd number of times in an Array'], ['Dynamic Programming | Set 11 (Egg Dropping Puzzle) | GeeksforGeeks']]","['/watch?v=hoceGcqQczM', '/watch?v=pfa3MHLLSWI', '/watch?v=8EtfEop51yc', '/watch?v=goUlyp4rwiU', '/watch?v=cETfFsSTGJI', '/watch?v=2Bn5uBnmptU', '/watch?v=amdKmQlATmQ']","['21,771', '3,903,397', '2,409,709', '79,905', '82,317', '11,039', '69,812']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=sgelJuvX1bU&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=19&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2016年10月30日发布'],['16:09'],"['30,642 次观看']","['""67""']","['""20""']","[[('来自', 'GeeksforGeeks')], [('来自', '来Offer')], [('来自', 'Gaurav')], [('来自', 'GeeksforGeeks')], [('来自', 'Periodic')], [('来自', 'LOGICALLY')], [('来自', 'GeeksforGeeks')], [('来自', 'Abdul')], [('来自', 'Vivekanand')], [('来自', 'GeeksforGeeks')], [('来自', 'Tushar')], [('来自', 'GeeksforGeeks')], [('来自', 'mycodeschool')], [('来自', 'Logicmojo')], [('来自', 'GeeksforGeeks')], [('来自', 'Coding')], [('来自', '来Offer')], [('来自', 'GeeksforGeeks')], [('来自', 'GeeksforGeeks')], [('来自', 'mycodeschool')]]","[['Print a given matrix in spiral form | GeeksforGeeks'], ['496 - Next Greater Elements I 【FLAG高频精选面试题讲解】'], ['Whatsapp System Design: Chat Messaging Systems for Interviews'], ['Dynamic Programming | Set 5 (Edit Distance) | GeeksforGeeks'], ['Future Elements - Periodic Table of Videos'], ['5 Interview PUZZLES || Episode #2 || Frequently asked Job Interview PUZZLES'], ['Maximum sum such that no two elements are adjacent | GeeksforGeeks'], ['2.6.3 Heap - Heap Sort - Heapify - Priority Queues'], ['next greater element (use of stack)'], ['Dynamic Programming | Set 11 (Egg Dropping Puzzle) | GeeksforGeeks'], ['Binary Search : Median of two sorted arrays of different sizes.'], ['Detect Cycle in a Directed Graph | GeeksforGeeks'], ['Check for balanced parentheses using stack'], ['Coding Interview Question: Next Smallest Palindrome [Logicmojo.com]'], ['Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks'], ['Largest Area under Histogram efficient algorithm using Stack | Coding Interview Question'], ['503 - Next Greater Element II【FLAG高频精选面试题讲解】'], ['Josephus Problem | GeeksforGeeks'], ['Find duplicates in O(n) time and O(1) extra space | GeeksforGeeks'], ['Data structures: Introduction to Trees']]","['/watch?v=qEZoUVOqOs8', '/watch?v=KZhjUwuMC0Y', '/watch?v=vvhC64hQZMk', '/watch?v=Thv3TfsZVpw', '/watch?v=SBz_NDq6g6E', '/watch?v=yxGf3Knon2I', '/watch?v=6w60Zi1NtL8', '/watch?v=HqPJF2L5h9U', '/watch?v=uFso48YRRao', '/watch?v=amdKmQlATmQ', '/watch?v=LPFhl65R7ww', '/watch?v=joqmqvHC_Bo', '/watch?v=QZOLb0xHB_Q', '/watch?v=hZcindWcYI4', '/watch?v=Ns4LCeeOFS4', '/watch?v=MhQPpAoZbMc', '/watch?v=5IAq5jd8O7Y', '/watch?v=fZ3p2Iw-O2I', '/watch?v=HuZJqRDOPo0', '/watch?v=qH6yxkw0u78']","['72,018', '1,634', '258,133', '73,650', '319,405', '284,944', '26,843', '129,259', '16,707', '69,812', '126,213', '76,189', '250,382', '3,359', '158,910', '16,700', '1,369', '38,106', '73,620', '852,696']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=Thv3TfsZVpw&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=20&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Kanika Gautam.']",['2017年3月26日发布'],['6:03'],"['73,726 次观看']","['""193""']","['""96""']","[[('来自', 'Back')], [('来自', 'Shawn')], [('来自', 'GeeksforGeeks')], [('来自', 'Back')], [('来自', 'Vivekanand')], [('来自', 'TechLead')], [('来自', 'GeeksforGeeks')], [('来自', 'Hua')], [('来自', 'Abdul')], [('来自', 'The')], [('来自', 'GeeksforGeeks')], [('来自', 'HackerRank')], [('来自', 'IDeserve')], [('来自', 'Back')], [('来自', 'GeeksforGeeks')], [('来自', 'MIT')], [('来自', 'Tushar')], [('来自', 'Back')], [('来自', 'GeeksforGeeks')], [('来自', 'Ben')]]","[[], ['MORE DISTANCE WITH LESS EFFORT-GOLF WRX'], ['Find Next Sparse Number | GeeksforGeeks'], ['The 0/1 Knapsack Problem (Demystifying Dynamic Programming)'], ['Minimum Edit distance (Dynamic Programming) for converting one string to another string'], ['How to learn to code (quickly and easily!)'], ['Detect Cycle in a Directed Graph | GeeksforGeeks'], ['花花酱 LeetCode 72. Edit Distance - 刷题找工作 EP87'], ['2.6.3 Heap - Heap Sort - Heapify - Priority Queues'], ['12.1: What is word2vec? - Programming with Text'], ['Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks'], [""Algorithms: Solve 'Coin Change' Using Memoization and DP""], ['Minimum Edit Distance Dynamic Programming'], ['All Nodes Distance K In A Binary Tree - Performing Bidirectional Search On A Tree Using A Hashtable'], ['Dynamic Programming | Set 11 (Egg Dropping Puzzle) | GeeksforGeeks'], ['21. DP III: Parenthesization, Edit Distance, Knapsack'], ['Minimum Edit Distance Dynamic Programming'], [], ['Dynamic Programming | Set 9 (Binomial Coefficient) | GeeksforGeeks'], ['ADS1: Using dynamic programming for edit distance']]","['/watch?v=MiqoA-yF-0M', '/watch?v=J5W3-PfLq08', '/watch?v=foL8j1EbJYI', '/watch?v=xCbYmUPvc2Q', '/watch?v=b6AGUjqIPsA', '/watch?v=R2pIutTspQA', '/watch?v=joqmqvHC_Bo', '/watch?v=Q4i_rqON2-E', '/watch?v=HqPJF2L5h9U', '/watch?v=LSS_bos_TPI', '/watch?v=Ns4LCeeOFS4', '/watch?v=sn0DWI-JdNA', '/watch?v=2veeHbRQUuw', '/watch?v=nPtARJ2cYrg', '/watch?v=amdKmQlATmQ', '/watch?v=ocZMDMZwhCY', '/watch?v=We3YDTzNXEk', '/watch?v=NFJ3m9a1oJQ', '/watch?v=3D_Oj16EtD8', '/watch?v=0KzWq118UNI']","['20,228', '214,014', '3,904', '12,590', '32,795', '1,362,811', '76,189', '4,667', '129,270', '57,399', '158,910', '75,065', '12,169', '9,980', '69,812', '186,682', '249,933', '7,162', '42,848', '4,869']"
['GeeksforGeeks'],https://www.youtube.com/watch?v=uN5QUBHUQaM&list=PLqM7alHXFySGqCvcwfqqMrteqWukz9ZoE&index=21&t=0s,"['Explanation for the article: ', '\n\nThis video is contributed by Harshit Jain.']",['2017年1月3日发布'],['15:16'],"['35,214 次观看']","['""72""']","['""33""']","[[('来自', 'mycodeschool')], [('来自', 'CS')], [('来自', 'MIT')], [('来自', 'Tech')], [('来自', 'GeeksforGeeks')], [('来自', 'TED-Ed')], [('来自', 'GeeksforGeeks')], [('来自', '来Offer')], [('来自', 'Computerphile')], [('来自', 'CodeWhoop')], [('来自', 'Tushar')], [('来自', 'Programming')], [('来自', 'mycodeschool')], [('来自', 'GeeksforGeeks')], [('来自', 'CS')], [('来自', 'Coding')], [('来自', 'GeeksforGeeks')], [('来自', 'Vivekanand')], [('来自', 'mycodeschool')], [('来自', 'Programming')]]","[['Search element in a circular sorted array'], ['5 Problem Solving Tips for Cracking Coding Interview Questions'], ['4. Heaps and Heap Sort'], ['UBER System design | OLA system design | uber architecture | amazon interview question'], ['Dynamic Programming | Set 3 (Longest Increasing Subsequence) | GeeksforGeeks'], ['如何最有效率地整理書架？ - Chand John'], ['Find duplicates in O(n) time and O(1) extra space | GeeksforGeeks'], ['33 - Search in Rotated Sorted Array【FLAG高频精选面试题讲解】'], [""Dijkstra's Algorithm - Computerphile""], ['Array Rotation In Place using C++ (Juggling Algorithm)'], ['Binary Search : Median of two sorted arrays of different sizes.'], ['Find Minimum Element in a Sorted and Rotated Array | Programming Tutorials'], ['Reverse a linked list - Iterative method'], ['Number of pairs (x, y) in an array where x^y is greater than y^x | GeeksforGeeks'], ['Dynamic Programming Interview Question #1 - Find Sets Of Numbers That Add Up To 16'], ['Binary Search - Pivot element in Sorted Rotated Array | Interview Question'], ['Detect cycle in an undirected graph | GeeksforGeeks'], ['Search an element in sorted and rotated array( Find PIVOT)'], ['Data structures: Introduction to Trees'], ['Amazon Interview Question: Rotated Sorted Array Search.']]","['/watch?v=uufaK2uLnSI', '/watch?v=GBuHSRDGZBY', '/watch?v=B7hVxCmfPtM', '/watch?v=umWABit-wbk', '/watch?v=Ns4LCeeOFS4', '/watch?v=WaNLJf8xzC4', '/watch?v=HuZJqRDOPo0', '/watch?v=7SC0hWGeyBo', '/watch?v=GazC3A4OQTE', '/watch?v=utE_1ppU5DY', '/watch?v=LPFhl65R7ww', '/watch?v=IrraEhe9xIQ', '/watch?v=sYcOK51hl-A', '/watch?v=chYKJGPNEvg', '/watch?v=nqlNzOcnCfs', '/watch?v=-MhI4Qtk4KQ', '/watch?v=6ZRhq2oFCuo', '/watch?v=5BI0Rdm9Yhk', '/watch?v=qH6yxkw0u78', '/watch?v=zTlVI_Zmwng']","['75,359', '331,115', '493,849', '213,884', '158,910', '2,287,744', '73,620', '1,580', '596,617', '14,309', '126,213', '395', '495,142', '4,664', '234,840', '2,805', '41,382', '11,952', '852,737', '2,223']"
